emotion_label,text
joy,"gioella 's eyes flashed with amusement as she pushed a chair towards her and said , ` constance , what a very sophisticated dress ."
joy,having to listen to @cherlloyd album in this cafe for another [NUM] minutes
fear,doing anatomy alone for the first time.
neutral,"he said not to bother coming back . and i said , fine , i won't ."
sadness,i forgot to text @katiedoyle18 back but i thought that she didnt text me back.
sadness,@kutzerself so i'm back for like [NUM] days...workin' at cfact and you don't even come visit :(
joy,"i ’ m looking at my horoscope for this month ! my outlook is very positive . it says that i should take a vacation to someplace exotic , and that i will have a passionate summer fling !"
anger,"one day i had an appointment with my boyfriend which i had objected to in the begining, however he visited me and convinced me to come. the day of the appointment; i had to wait for him for over an hour."
joy,my girlfriend sent me a letter with a shiny picture in it.
joy,up and ready in [NUM] min. earliest i've been up since finishing school
sadness,"the mood by this time may be more depressed , as they start to look at their own problems as opposed to those of their partner ."
neutral,i'll certainly try to help you.what topic is your paper on ?
fear,@_mari_says_ je n'ai pas dis que c'était beau. j'imagine dans 10ans.
fear,"what ? a fire ? oh , my god ! what shall i do ? please get me out of here !"
joy,een productieve dag achter de rug
joy,&quot;always laugh when you can. it is cheap medicine.&quot; ~ lord byron
joy,@sayruhxxsaywhat are you ready to pull an all nighter and work the entire day!? :)
sadness,they said that they did . i've been so busy ...
anger,i have soo much and #pain deep inside! its like i wanna blow up n go crazy n cry at same time. smh like im lost
joy,@danielpolj good to see you made it out of the library.
joy,"des gens qui me chouchoutent, qui prennent soin de moi. des anges gardiens qui œuvrent pr mon bien. ça, c'est bon ça #luv &lt;[NUM]"
sadness,@qmaloo i did mate. had fish and chips he asked how @jakeeydmann was....i just looked to the floor and shook my head
surprise,my previous tweet was a lie by @nathanireton8 :)
fear,@_agyekum lool oh you'll see me saa.don't be ok? plus.you've still not told me where and wwhen i saw you!!la
surprise,gay men with kids surprise .....dudes stick their dick in anything think i'm lying watch #americanpie
joy,"weeping may endure for a night, but cometh in the morning. ps. [NUM].[NUM] #ty \[NUM]/ #elroi ! \[NUM]/"
fear,night tweeps!! if you think the worst is over... wait for the exam results.. #exams #ahsjuniorsexams
joy,the joy of the lord is my strength nothing on this earth that happens to me can take that from me he is faithful...
anger,"you said it . good beer , good music , and on top of that , there are so many hot girls here !"
joy,"sweating my bollocks off at work, breeze blocks up and down laders alllllll day #easons"
anger,what does that mean ?
anger,"i hate insurance companies. one day when you can not fuck me over, let me know."
joy,"his excitement at the prospect of exploiting that potential is palpable , though he has no illusions about current difficulties ."
joy,"you rose from death to victory. you reign in life. oh majesty, your name be high and lifted up. jesus, jesus alive in us!"
joy,"english mock was hell on earth, now for sociology"
anger,"i was rushing home from school because there was a 49er game that night. i got into a non-injury accident, which was all my fault, but destroyed the front of my car. the truck i hit was undamaged."
fear,today a bus almost hit me!
fear,fear of sexual overtures from a close relative in the family.
anger,i still don't know how i feel about college or just gettin older
sadness,leslie moved out of the office. i have no officemate and a lonely heart. it's too big in here ... and quiet. #bucketformytears
fear,i was on a trip to phillipines during summer and i was staying in a hotel. the room i was staying in was very silent and had very dim lights. the last night i felt frightened and lay awake - i could hear some sounds around me and dared not open my eyes - i waited for dawn.
surprise,@freek_boon haha leuk. voor wie gekocht.ik mag morgen uitpakken van ouders en maandag uitpakken van
sadness,he was at the graveside looking mournful and interesting .
joy,success: when the [NUM]-year-olds i teach say they love me. i seriously get the biggest smile.
anger,she said : ` don't be cross with them .
fear,ima sexy niqqa but sometimes my confidence level is on a all time low.
fear,i have an intense of screwing in lightbulbs because i feel like it's going to shatter in my hands.
sadness,@adrianisonline onga eh. october palang yata excited na tayo dun tapos di pala tayo makakasama. :'(
fear,when i had gone to a school picnic and was left behind in the forest.
fear,"i woke up in the middle of the night of a nightmare, i was alone, it was very quiet and very dark."
joy,starting my [NUM] hour referee certification course..
fear,bud had a madden gathering and didnt invite me
joy,"spent the night applying for jobs, so it's an early night so that i can be up early tomorrow to apply for some again!"
joy,i think i sweated out most of my sickness today....
joy,"when i went for a picnic in lonavala, i felt full of joy."
fear,"my mom is getting a shot in her foot, and i'm freaking out. #needles"
sadness,@muniraown miss you miss you miss you miss you miss you miss you miss you miss you miss you miss you miss you miss you miss you
anger,“@theonly_bk a woman worth some is certainly worth some #effort”
surprise,why hello there tweet community... i absolutely love the new app for
joy,"new day, new mercies, new blessings, new struggles, new heartache. same great god! ^_^"
surprise,can't wait to see mothers face tomorrow. she's not expecting me home till wednesday
joy,@oprah i feel this is true in about half of these cases... not right...moms need to make their own not live through their kids.
sadness,@ayoivettee i know geeessshhh. this long distance isn't working.
neutral,says who ?
surprise,[NUM] hours and a few minutes until is over. forget what my upper lip looks like.
sadness,i felt sad when i heard that my girlfriend was double-crossing me with the boy who is my best friend.
joy,thigh muscles still burning thanks to andddd i have to wear heels tonight
sadness,@coconikki82 i honestly see some people posting stuff like that.
surprise,dat is leuk: gisteravond laat een lead in mijn mailbox :)
surprise,headin to kenzies car this morn... open the door.. and out pops a kitty #happythanksgiving
fear,finding out the great difference between china and the west in science.
sadness,"when i heard that my girlfriend was getting married to another person, i felt very sad. that day i did not eat anything and kept thinking of her all day long."
sadness,it ’ s unfair .
sadness,@natalie_aa i read that and had a heart attack... i thought you really met him bc i didn't read the last part
joy,it's thursday which means a trip to tesco!
surprise,just undressed to take a shower then realized all the shades were up #msstonesawme #extracredit
joy,remembered i have a back-log of @huwstephens podcasts to listen to. like finding a tenner &amp; a pack of mini eggs in your pocket. #munch
joy,officially on twitter now that @mkbreton is following me. following the crap out of me.
fear,i literally am going to jump up and down and scream whenever this last public speaking presentation is done
fear,is it a lack of or a of #loneliness that make people put up with bullshit
